recordID,hu12_zoneid,lagoslakeid,mean_secchi,median_secchi,sd_secchi,covar_secchi,nobs_secchi,nhdid,nhd_lat,nhd_long,lake_area_ha,lake_perim_meters,lagosname1,meandepth,maxdepth,in_nwi,iws_zone_id,hu4_zoneid,hu8_zoneid,edu_zoneid,state_name,iws_area_ha,lakeconnectivity,glacial,pcturbancombined_hu12,pctagcombined_hu12,pctpasturehay_hu12,pctrowcrop_hu12
1184,HU12_11531,4657,1.2192,1.2192,NA,NA,1,91679767,45.540.481,-92.363.639,2.365.726.512,3.764.732.207,VINCENT LAKE,2.7432,4.572,yes,IWS_28147,HU4_29,HU8_350,EDU_68,Wisconsin,2.649.747.145,Isolated,Glaciated,4.5886,297.397,212.617,8.478
1185,HU12_11531,5529,2.085.975,1.7526,809.184.649,387.916.753,8,91680301,45.534.521,-92.388.826,6.744.168.849,2.205.699.322,BONE LAKE,7.0104,131.064,yes,IWS_28558,HU4_29,HU8_350,EDU_68,Wisconsin,3.825.438.653,DR_Stream,Glaciated,4.5886,297.397,212.617,8.478
1186,HU12_11531,70,0.95,0.95,NA,NA,1,91679461,45.561.032,-92.432.327,591.875.671,189.976.081,MURDOCK LAKE,NA,NA,yes,IWS_28244,HU4_29,HU8_350,EDU_68,Wisconsin,9.702.160.465,Isolated,Glaciated,4.5886,297.397,212.617,8.478
1187,HU12_11532,4491,85.725,81.915,24.511.329,285.929.764,10,91681839,45.448.006,-92.311.227,595.212.109,4.205.696.629,WHITE ASH LAKE,1.8288,2.7432,yes,IWS_27081,HU4_29,HU8_350,EDU_68,Wisconsin,5.513.603.815,DR_LakeStream,Glaciated,3.3577,248.204,185.333,6.2871
1188,HU12_11532,5182,176.022,1.7526,228.853.859,13.001.435,6,91681409,45.462.601,-92.311.358,4.684.248.142,3.591.724.466,WHITE ASH LAKE,1.524,2.7432,yes,IWS_28307,HU4_29,HU8_350,EDU_68,Wisconsin,5.419.141.193,DR_Stream,Glaciated,3.3577,248.204,185.333,6.2871
1189,HU12_11533,5380,721.614,73.152,127.205.574,176.279.248,10,91684663,45.322.485,-92.204.921,9.282.411.596,4.304.593.808,MAGNOR LAKE,3.048,7.9248,yes,IWS_27968,HU4_29,HU8_350,EDU_68,Wisconsin,1.182.170.505,DR_LakeStream,Glaciated,7.2331,547.169,390.385,156.784
1190,HU12_11534,5456,413.385,3.81,795.811.979,192.511.092,8,91681713,45.445.899,-92.130.356,6.980.676.828,5.372.842.887,ECHO LAKE,6.096,12.4968,yes,IWS_27598,HU4_29,HU8_350,EDU_68,Wisconsin,464.316.494,Isolated,Glaciated,4.7193,393.358,224.892,168.466
1191,HU12_11534,3421,3.2512,3.2004,535.211.211,16.461.959,3,91682121,45.427.753,-92.196.791,1.177.277.847,22.237.499,SILVER LAKE,NA,7.9248,yes,IWS_27515,HU4_29,HU8_350,EDU_68,Wisconsin,2.038.196.761,Isolated,Glaciated,4.7193,393.358,224.892,168.466
1192,HU12_11534,4548,257.175,2.7813,108.434.501,421.637.021,8,91681633,45.443.083,-92.159.766,1.611.152.275,1.801.481.497,HORSESHOE LAKE,6.096,173.736,yes,IWS_28345,HU4_29,HU8_350,EDU_68,Wisconsin,4.643.389.165,Isolated,Glaciated,4.7193,393.358,224.892,168.466
1193,HU12_11534,4579,253.746,2.5908,263.414.043,103.810.126,5,91681183,45.469.875,-92.128.715,3.682.154.014,3.902.838.846,LOON LAKE,3.3528,7.9248,yes,IWS_27213,HU4_29,HU8_350,EDU_68,Wisconsin,3.886.391.813,DR_Stream,Glaciated,4.7193,393.358,224.892,168.466
1194,HU12_11535,5328,1.4859,1.4478,483.601.592,325.460.389,10,91684747,45.346.355,-92.353.923,244.624.781,2.977.313.937,APPLE RIVER FLOWAGE,1.8288,5.4864,yes,IWS_28006,HU4_29,HU8_350,EDU_68,Wisconsin,1.815.229.302,DR_LakeStream,Glaciated,5.4318,422.196,286.695,135.501
1195,HU12_11535,5324,62.484,62.484,21.552.615,34.493.014,2,91682095,45.432.798,-92.415.511,7.684.749.391,5.020.879.097,WILD GOOSE LAKE,2.4384,3.6576,yes,IWS_28407,HU4_29,HU8_350,EDU_68,Wisconsin,6.710.633.691,Isolated,Glaciated,5.4318,422.196,286.695,135.501
1196,HU12_11537,4862,4.570.622.222,4.2672,853.060.282,186.639.858,9,91680837,45.493.455,-9.242.209,2.226.966.296,8.948.091.391,HALF MOON LAKE,7.62,18.288,yes,IWS_26989,HU4_29,HU8_350,EDU_68,Wisconsin,1.822.477.839,DR_Stream,Glaciated,6.2985,483.841,305.243,178.598
1197,HU12_11537,5158,123.444,1.1811,402.892.363,326.376.626,10,91681739,45.453.896,-92.513.248,1.106.003.896,7.156.082.385,LONG LAKE,3.3528,5.1816,yes,IWS_28227,HU4_29,HU8_350,EDU_68,Wisconsin,7.973.593.345,Isolated,Glaciated,6.2985,483.841,305.243,178.598
1198,HU12_11537,4427,216.027,2.1336,52.855.502,244.670.814,10,91681989,45.439.707,-924.973,532.088.113,395.130.378,LOVELESS LAKE,4.572,6.096,yes,IWS_28287,HU4_29,HU8_350,EDU_68,Wisconsin,1.999.730.809,Headwater,Glaciated,6.2985,483.841,305.243,178.598
1199,HU12_11537,5365,1.524,1.524,NA,NA,1,91680799,45.501.464,-92.490.399,5.212.909.939,365.266.344,RICE LAKE,9.144,3.048,yes,IWS_27353,HU4_29,HU8_350,EDU_68,Wisconsin,178.141.387,DR_Stream,Glaciated,6.2985,483.841,305.243,178.598
1200,HU12_11537,1297,2.009.775,1.8288,335.718.852,167.043.004,8,91681325,45.468.208,-92.427.425,7.694.430.326,4.028.119.655,BALSAM LAKE,NA,11.2776,yes,IWS_27695,HU4_29,HU8_350,EDU_68,Wisconsin,4.004.452.853,DR_LakeStream,Glaciated,6.2985,483.841,305.243,178.598
1201,HU12_11538,4338,218.694,2.0193,1.009.661.981,461.677.952,10,91684863,45.312.207,-92.409.411,1.001.328.241,5.683.794.761,BEAR TRAP LAKE,5.1816,7.62,yes,IWS_28168,HU4_29,HU8_350,EDU_68,Wisconsin,5.690.540.734,Headwater,Glaciated,5.4713,438.486,28.012,158.366
1202,HU12_11538,4994,3.7846,3.3528,1.090.352.507,288.102.443,9,91682839,45.402.722,-92.524.032,317.834.442,1.206.602.194,DEER LAKE,7.9248,140.208,yes,IWS_27879,HU4_29,HU8_350,EDU_68,Wisconsin,1.618.548.407,DR_Stream,Glaciated,5.4713,438.486,28.012,158.366
1203,HU12_11538,5085,178.689,1.7145,800.492.999,447.981.129,10,91684733,45.333.325,-92.429.375,4.798.865.522,1.709.507.003,WAPOGASSET LAKE,5.1816,9.7536,yes,IWS_27430,HU4_29,HU8_350,EDU_68,Wisconsin,5.287.628.016,DR_LakeStream,Glaciated,5.4713,438.486,28.012,158.366
1204,HU12_11538,4857,3.81,3.81,NA,NA,1,91684607,45.321.501,-92.371.385,6.004.110.701,779.178.221,PIKE LAKE,4.2672,10.0584,yes,IWS_27723,HU4_29,HU8_350,EDU_68,Wisconsin,2.065.425.436,Isolated,Glaciated,5.4713,438.486,28.012,158.366
1205,HU12_11540,4673,3.1999,3.1999,604.552.016,200.854.519,10,91684975,45.315.493,-92.564.259,2.747.346.266,2.397.261.085,ROUND LAKE,4.572,7.9248,yes,IWS_27187,HU4_29,HU8_350,EDU_68,Wisconsin,4.020.678.883,DR_Stream,Glaciated,5.3212,449.163,248.858,200.305
1206,HU12_11540,5474,4.4196,4.4196,1.077.630.735,243.829.925,2,91683643,45.372.786,-92.559.831,8.757.305.213,4.580.009.336,SAND LAKE,7.62,176.784,yes,IWS_27784,HU4_29,HU8_350,EDU_68,Wisconsin,1.337.884.779,DR_Stream,Glaciated,5.3212,449.163,248.858,200.305
1207,HU12_11540,4387,4.517.571.429,4.4196,491.306.428,108.754.546,7,91685677,45.279.494,-9.253.645,3.523.652.299,3.511.724.111,CHURCH PINE LAKE,7.0104,13.716,yes,IWS_27700,HU4_29,HU8_350,EDU_68,Wisconsin,1.906.050.118,Headwater,Glaciated,5.3212,449.163,248.858,200.305
1208,HU12_11540,1806,316.992,3.2004,508.812.151,160.512.616,7,91685587,45.287.943,-92.538.825,1.576.785.695,1.875.754.903,WIND LAKE,NA,2.1336,yes,IWS_27984,HU4_29,HU8_350,EDU_68,Wisconsin,3.891.331.045,DR_Stream,Glaciated,5.3212,449.163,248.858,200.305
1209,HU12_11540,5005,47.189.136,4.572,12.613.941,267.306.037,5,91684977,45.320.581,-92.571.371,895.361.748,5.013.815.531,HORSE LAKE,1.8288,3.3528,yes,IWS_27214,HU4_29,HU8_350,EDU_68,Wisconsin,9.083.315.625,DR_LakeStream,Glaciated,5.3212,449.163,248.858,200.305
1210,HU12_11540,5264,3.048,3.048,NA,NA,1,91684497,45.335.876,-92.595.611,9.584.149.198,3.956.362.455,LOTUS LAKE,NA,1.8288,yes,IWS_27895,HU4_29,HU8_350,EDU_68,Wisconsin,1.218.513.745,DR_Stream,Glaciated,5.3212,449.163,248.858,200.305
1211,HU12_11540,5205,2.0574,2.0574,790.670.627,384.305.739,7,91685431,45.295.969,-9.253.976,990.149.565,4.799.873.626,BIG LAKE,5.1816,7.3152,yes,IWS_28050,HU4_29,HU8_350,EDU_68,Wisconsin,10.510.038,DR_Stream,Glaciated,5.3212,449.163,248.858,200.305
1212,HU12_11542,266,2.5,2.5,NA,NA,1,91685535,45.291.949,-92.620.571,1.532.823.636,1.678.804.476,PLEASANT LAKE,NA,NA,yes,IWS_27698,HU4_29,HU8_350,EDU_68,Wisconsin,1.981.529.961,Isolated,Glaciated,5.0554,447.131,24.962,197.511
1213,HU12_11542,620,119.318.976,9.953,443.923.297,372.047.525,10,91687073,45.215.093,-92.572.396,4.533.009.204,1.073.077.429,CEDAR LAKE,NA,8.5344,yes,IWS_28171,HU4_29,HU8_350,EDU_68,Wisconsin,506.470.103,DR_LakeStream,Glaciated,5.0554,447.131,24.962,197.511
1214,HU12_11543,4893,1.6764,1.6764,NA,NA,1,91685979,4.526.661,-92.387.383,2.804.160.863,6.434.758.011,BLACK BROOK FLOWAGE,2.1336,7.0104,yes,IWS_27776,HU4_29,HU8_350,EDU_68,Wisconsin,6.261.228.245,DR_LakeStream,Glaciated,6.0812,456.909,283.064,173.845
1215,HU12_11544,5002,99.047,8.382,373.458.247,377.051.548,10,91687841,45.180.986,-92.615.823,4.448.794.527,7.590.732.314,SQUAW LAKE,3.9624,9.7536,yes,IWS_27591,HU4_29,HU8_350,EDU_68,Wisconsin,2.232.930.188,DR_Stream,Glaciated,4.7919,561.497,225.709,335.788
1216,HU12_11545,4577,15.995.904,15.995.904,NA,NA,1,91688569,45.140.161,-926.344,2.756.315.913,5.121.790.418,RIVERDALE FLOWAGE,1.8288,6.096,yes,IWS_27336,HU4_29,HU8_350,EDU_68,Wisconsin,1.445.639.935,DR_LakeStream,Glaciated,8.0873,494.788,286.419,208.369
1217,HU12_11546,2024,1.9,1.9,NA,NA,1,91687875,45.189.272,-92.713.133,1.322.949.196,1.565.841.504,PINE LAKE,NA,2.7432,yes,IWS_27654,HU4_29,HU8_350,EDU_68,Wisconsin,4.771.732.337,Isolated,Glaciated,5.0376,673.743,289.586,384.157
1218,HU12_11548,4278,0.8,0.8,282.842.712,353.553.391,2,91690911,45.032.714,-92.377.917,479.401.111,1.086.509.624,PINE LAKE,2.4384,6.4008,yes,IWS_28211,HU4_29,HU8_350,EDU_68,Wisconsin,8.790.912.036,DR_Stream,Not_Glaciated,5.449,780.462,306.314,474.148
1219,HU12_11554,4274,866.755.556,762,274.204.687,316.357.576,9,91691625,4.499.065,-92.744.186,1.169.473.618,1.716.963.221,MALLALIEU LAKE,1.524,5.1816,yes,IWS_27737,HU4_29,HU8_350,EDU_68,Wisconsin,1.748.567.706,DR_LakeStream,Partially_Glaciated,10.5951,495.162,297.365,197.797
1220,HU12_11554,4927,2,2,NA,NA,1,91691327,45.017.952,-92.695.838,686.398.614,767.605.297,LITTLE FALLS LAKE,2.4384,5.4864,yes,IWS_27847,HU4_29,HU8_350,EDU_68,Wisconsin,421.852.227,DR_LakeStream,Glaciated,10.5951,495.162,297.365,197.797
1221,HU12_11554,490,2.470.459.378,2.2098,466.952.156,189.014.302,9,91689945,45.067.009,-92.648.596,1.496.853.797,1.052.327.051,BASS LAKE,NA,10.668,yes,IWS_28014,HU4_29,HU8_350,EDU_68,Wisconsin,1.413.689.246,Isolated,Glaciated,10.5951,495.162,297.365,197.797
1222,HU12_11559,95668,1.48,1.5075,273.160.514,184.567.915,4,107515424,46.837.507,-92.088.177,2.249.549.247,6.836.922.054,UNNAMED (HARTLEY POND),NA,2.1336,yes,NA,HU4_28,HU8_136,EDU_46,Minnesota,NA,DR_Stream,NA,569.546,4.038,3.744,294
1223,HU12_11566,2696,762,762,NA,NA,1,141286808,43.471.358,-89.421.995,1.531.399.898,1.434.772.867,LAKE COLUMBIA,NA,2.4384,yes,IWS_31123,HU4_33,HU8_176,EDU_13,Wisconsin,9.181.462.598,Headwater,Glaciated,5.8611,488.714,10.8463,380.251
1224,HU12_11567,5253,2.1192,2.1192,451.416.969,213.012.915,2,141286603,43.522.299,-89.381.518,1.523.592.802,2.058.323.465,LAKE GEORGE,2.4384,6.7056,yes,IWS_31844,HU4_33,HU8_176,EDU_13,Wisconsin,2.655.839.119,Isolated,Glaciated,6.4565,385.624,9.3822,291.802
1225,HU12_11572,2786,717.150.857,737.616,113.097.699,157.704.196,7,141288146,43.364.046,-89.611.011,291.494.733,8.996.254.746,LAKE WISCONSIN,NA,7.3152,yes,IWS_31086,HU4_33,HU8_176,EDU_13,Wisconsin,2.971.140.829,DR_LakeStream,Glaciated,5.6549,355.986,12.7982,228.004
1226,HU12_11576,3204,18.288,18.288,NA,NA,1,141288674,4.329.047,-89.664.094,2.076.196.553,3.740.324.315,MUD LAKE,NA,1.524,yes,IWS_31036,HU4_33,HU8_176,EDU_13,Wisconsin,1.180.621.798,Isolated,Glaciated,10.5125,490.536,11.326,377.276
1227,HU12_11576,2746,1.416.666.667,1.4,263.391.344,185.923.302,9,141288680,43.287.495,-89.652.158,8.043.431.264,4.061.092.362,FISH LAKE,6.6,188.976,yes,IWS_31470,HU4_33,HU8_176,EDU_13,Wisconsin,1.275.158.194,DR_Stream,Glaciated,10.5125,490.536,11.326,377.276
1228,HU12_11576,3959,54.864,54.864,86.210.459,15.713.484,2,141288664,43.290.993,-89.622.996,2.126.100.483,9.410.279.461,CRYSTAL LAKE,NA,2.7432,yes,IWS_30700,HU4_33,HU8_176,EDU_13,Wisconsin,1.633.553.315,DR_Stream,Glaciated,10.5125,490.536,11.326,377.276
1229,HU12_11577,2276,2.0574,1.9812,945.617.132,459.617.542,5,141288096,43.359.036,-90.088.953,374.681.964,3.601.938.666,WHITE MOUND LAKE,NA,4.8768,yes,IWS_31083,HU4_33,HU8_176,EDU_13,Wisconsin,1.687.619.938,DR_Stream,Not_Glaciated,4.3886,528.208,208.228,31.998
1230,HU12_11584,5341,1.5494,1.524,43.994.091,28.394.276,3,141290146,43.189.765,-89.630.009,2.598.423.039,2.092.693.056,INDIAN LAKE,1.524,1.8288,yes,IWS_31627,HU4_33,HU8_176,EDU_13,Wisconsin,7.435.605.679,DR_Stream,Glaciated,4.3882,620.351,280.501,33.985
1231,HU12_11586,837,1.6764,1.6764,NA,NA,1,141291695,43.020.117,-89.741.116,2.345.839.528,8.143.063.024,STEWART LAKE,NA,3.9624,yes,NA,HU4_33,HU8_176,EDU_13,Wisconsin,NA,DR_Stream,NA,5.3971,392.141,18.694,205.201
1232,HU12_11589,3108,2.199.132,2.2098,320.112.563,145.563.142,5,141291849,43.010.578,-9.011.022,3.300.369.726,5.218.248.582,COX HOLLOW LAKE,NA,9.144,yes,IWS_31256,HU4_33,HU8_176,EDU_13,Wisconsin,158.074.007,DR_Stream,Not_Glaciated,4.4936,478.181,12.0946,357.235
1233,HU12_11589,5037,1.567.542.857,1.6764,404.667.064,258.153.748,7,141291781,4.302.662,-90.092.046,5.504.881.478,8.650.418.254,TWIN VALLEY LAKE,3.3528,9.7536,yes,IWS_30966,HU4_33,HU8_176,EDU_13,Wisconsin,1.596.276.873,DR_LakeStream,Not_Glaciated,4.4936,478.181,12.0946,357.235
1234,HU12_11595,2651,27.441.525,295.656,989.430.666,36.055.965,8,141291858,43.019.868,-90.286.291,8.606.341.156,911.831.337,BLACKHAWK LAKE,NA,12.192,yes,IWS_31392,HU4_33,HU8_176,EDU_13,Wisconsin,3.539.391.843,DR_Stream,Not_Glaciated,4.1136,604.047,156.079,447.968
1235,HU12_11654,5198,206.883,2.1336,330.224.422,159.618.926,10,157358271,44.365.621,-89.739.112,5.676.508.825,8.528.509.271,WAZEECHA LAKE,2.4384,6.096,yes,IWS_31033,HU4_33,HU8_175,EDU_91,Wisconsin,3.005.089.271,DR_LakeStream,Not_Glaciated,237.503,222.172,5.3796,168.376
1236,HU12_11655,4735,2.867.025,2.8956,41.196.772,143.691.708,4,157360936,44.130.088,-89.509.953,4.212.547.354,3.045.714.324,PINE LAKE,2.4384,6.4008,yes,IWS_30954,HU4_33,HU8_175,EDU_91,Wisconsin,2.097.478.793,Isolated,Glaciated,5.0908,675.527,7.4313,601.214
1237,HU12_11655,4269,4.125.685.714,3.6576,1.128.882.337,27.362.296,7,157360156,44.193.458,-89.417.934,1.672.378.667,1.595.516.772,LAKE HURON,7.3152,140.208,yes,IWS_31102,HU4_33,HU8_175,EDU_91,Wisconsin,2.047.890.012,Isolated,Glaciated,5.0908,675.527,7.4313,601.214
1238,HU12_11655,3416,155.067,155.067,16.164.461,10.424.179,2,157360029,44.206.849,-89.455.022,1.612.773.523,2.809.277.759,LONG LAKE,NA,1.8288,yes,IWS_30756,HU4_33,HU8_175,EDU_91,Wisconsin,1.946.984.936,Isolated,Glaciated,5.0908,675.527,7.4313,601.214
1239,HU12_11655,1538,2.286,2.286,NA,NA,1,157361001,44.123.035,-89.485.713,6.636.665.037,5.934.034.961,FISH LAKE,NA,11.2776,yes,IWS_31104,HU4_33,HU8_175,EDU_91,Wisconsin,6.828.748.615,Isolated,Glaciated,5.0908,675.527,7.4313,601.214
1240,HU12_11661,4688,1.149.773.333,1.0668,369.087.434,321.008.866,9,157360342,44.204.985,-89.793.053,8.695.942.349,1.351.830.994,LAKE SHERWOOD,3.048,8.2296,yes,IWS_31573,HU4_33,HU8_175,EDU_91,Wisconsin,1.484.405.813,DR_LakeStream,Not_Glaciated,196.356,9.395,2.246,9.1704
1241,HU12_11661,3176,2.341.665,2.1336,874.641.727,373.512.747,8,157360150,44.210.329,-89.838.234,1.195.232.388,1.113.043.998,LAKE ARROWHEAD,NA,9.144,yes,IWS_31249,HU4_33,HU8_175,EDU_91,Wisconsin,9.452.383.802,DR_LakeStream,Not_Glaciated,196.356,9.395,2.246,9.1704
1242,HU12_11661,4552,1.765.935,1.8288,438.261.209,248.175.165,8,157359955,44.226.858,-89.764.259,1.047.506.837,2.458.948.409,CAMELOT LAKE,2.7432,7.3152,yes,IWS_30816,HU4_33,HU8_175,EDU_91,Wisconsin,1.315.393.431,DR_Stream,Not_Glaciated,196.356,9.395,2.246,9.1704
1243,HU12_11666,3080,583.474.286,5.334,123.407.709,211.504.966,7,157361961,44.144.791,-8.995.968,9.314.766.255,1.627.024.134,PETENWELL LAKE,NA,134.112,yes,IWS_31015,HU4_33,HU8_175,EDU_91,Wisconsin,7.041.360.461,DR_LakeStream,Not_Glaciated,5.8519,12.0574,7.666,11.2908
1244,HU12_11669,4541,2.2352,2.2098,295.776.429,132.326.606,6,157362207,44.058.823,-89.815.065,8.768.898.529,1.104.257.853,BIG ROCHE A CRI,2.7432,6.096,yes,IWS_30531,HU4_33,HU8_175,EDU_91,Wisconsin,1.780.576.617,DR_Stream,Not_Glaciated,6.6593,263.839,2.9791,234.048
1245,HU12_11670,2172,1.605.915,1.6764,426.326.183,265.472.446,8,157362786,44.030.614,-8.988.087,1.641.222.921,2.917.968.473,ARKDALE LAKE,NA,1.8288,yes,IWS_31730,HU4_33,HU8_175,EDU_91,Wisconsin,7.453.603.332,DR_LakeStream,Not_Glaciated,7.3511,35.62,8.7116,269.084
1246,HU12_11674,5275,19.287.744,1.9812,244.775.466,126.907.256,5,157363170,43.979.656,-89.801.253,4.852.311.218,826.606.491,FRIENDSHIP LAKE,1.8288,4.8768,yes,IWS_30921,HU4_33,HU8_175,EDU_91,Wisconsin,1.430.223.153,DR_Stream,Not_Glaciated,9.5063,259.852,4.059,219.262
1247,HU12_11682,4239,466.344,4.572,80.353.975,172.306.226,5,157358160,44.392.016,-90.118.495,1.158.798.381,2.245.626.327,DEXTER LAKE,1.8288,5.1816,yes,IWS_30961,HU4_33,HU8_175,EDU_91,Wisconsin,5.026.085.435,DR_Stream,Not_Glaciated,6.3972,255.245,2.1079,234.166
1248,HU12_11688,4340,5.334,4.572,234.864.174,440.315.286,8,157363525,43.981.518,-90.523.748,9.942.365.699,7.186.976.023,TOMAH LAKE,1.2192,5.7912,yes,IWS_30976,HU4_33,HU8_175,EDU_91,Wisconsin,7.349.928.731,DR_Stream,Not_Glaciated,8.0525,643.332,208.867,434.465
1249,HU12_11702,2890,1.0668,1.0668,431.052.294,404.061.018,2,157364339,43.807.105,-90.083.638,1.193.292.719,1.927.084.208,DECORAH LAKE,NA,4.572,yes,IWS_31443,HU4_33,HU8_175,EDU_91,Wisconsin,1.283.640.556,DR_LakeStream,Not_Glaciated,9.7884,482.686,4.9989,432.697
1250,HU12_11707,1283,85.344,85.344,0,0,2,157362985,43.937.362,-89.986.019,5.257.470.111,1.968.777.314,CASTLE ROCK LAKE,NA,10.9728,yes,IWS_31122,HU4_33,HU8_175,EDU_91,Wisconsin,5.620.715.608,DR_LakeStream,Not_Glaciated,6.8158,151.758,1.7944,133.814
1251,HU12_11710,4756,204.216,2.1336,727.700.026,3.563.384,5,157364186,43.840.844,-89.795.592,1.320.867.838,4.257.055.137,EASTON LAKE,1.524,3.048,yes,IWS_30993,HU4_33,HU8_175,EDU_91,Wisconsin,6.069.147.591,DR_Stream,Not_Glaciated,6.5903,382.061,6.2635,319.426
1252,HU12_11716,2085,2.230.755,2.2479,849.619.017,380.866.127,8,157364727,43.723.645,-8.981.361,6.992.658.662,1.898.728.178,FAWN LAKE,NA,4.2977,yes,IWS_31283,HU4_33,HU8_175,EDU_91,Wisconsin,5.865.103.306,DR_Stream,Not_Glaciated,8.0611,268.278,2.8983,239.295
1253,HU12_11718,5285,1.362.075,112.395,517.164.522,379.688.726,4,157365083,43.562.614,-89.833.939,2.356.688.305,303.563.389,MIRROR LAKE,2.4384,5.7912,yes,IWS_30602,HU4_33,HU8_175,EDU_91,Wisconsin,1.600.348.379,DR_Stream,Not_Glaciated,169.381,333.839,5.9367,274.472
1254,HU12_11718,4809,7.112,6.096,175.976.362,24.743.583,3,157364902,4.359.944,-89.779.963,1.009.439.559,8.889.644.824,DELTON LAKE,2.4384,4.8768,yes,IWS_31832,HU4_33,HU8_175,EDU_91,Wisconsin,2.568.480.316,DR_LakeStream,Not_Glaciated,169.381,333.839,5.9367,274.472
1255,HU12_11718,5350,1.2954,1.2954,107.763.073,83.189.033,2,157364926,43.595.517,-89.808.457,1.327.476.296,2.728.068.422,BLASS LAKE,2.4384,4.8768,yes,IWS_30791,HU4_33,HU8_175,EDU_91,Wisconsin,1.474.056.857,DR_Stream,Not_Glaciated,169.381,333.839,5.9367,274.472
1256,HU12_11726,2059,39.624,39.624,129.315.688,326.356.976,2,157076060,43.647.706,-90.344.187,1.752.898.957,2.799.311.531,FIELD VETERANS MEMORIAL LAKE,NA,3.6576,yes,IWS_30804,HU4_33,HU8_393,EDU_13,Wisconsin,9.480.591.134,DR_Stream,Not_Glaciated,6.175,582.002,15.148,430.522
1257,HU12_11731,4332,3.8481,3.5433,842.518.421,218.944.004,3,139259036,44.345.034,-87.713.013,9.413.420.224,1.399.717.737,HEIDMANN LAKE,4.2672,10.3632,yes,IWS_13806,HU4_32,HU8_164,EDU_87,Wisconsin,1.982.497.085,Headwater,Glaciated,4.9103,672.711,452.882,219.829
1258,HU12_11736,4477,3.7592,3.7338,343.604.831,91.403.711,3,139258892,44.426.023,-87.852.646,1.693.665.025,2.034.882.314,LILLY LAKE,3.048,6.4008,yes,IWS_14253,HU4_32,HU8_164,EDU_87,Wisconsin,2.769.259.756,Isolated,Glaciated,9.3239,750.078,495.844,254.234
1259,HU12_11737,4540,2.2,2.2,NA,NA,1,139259239,44.284.815,-87.733.487,5.673.816.515,9.995.932.947,TUMA LAKE,3.3528,10.9728,yes,IWS_14670,HU4_32,HU8_164,EDU_87,Wisconsin,8.471.356.256,Isolated,Glaciated,8.1864,732.291,479.163,253.128
1260,HU12_11740,1078,797.992,8.763,279.266.459,349.961.477,10,139259941,44.137.117,-88.037.588,5.151.693.448,5.376.214.352,LONG LAKE,NA,11.5824,yes,IWS_14315,HU4_32,HU8_164,EDU_87,Wisconsin,2.803.592.696,DR_Stream,Glaciated,11.502,668.212,322.485,345.727
1261,HU12_11740,5094,1.2192,1.2192,NA,NA,1,139259916,44.152.739,-8.804.915,4.602.866.402,8.570.597.049,ROUND LAKE,6.7056,15.24,no,IWS_13348,HU4_32,HU8_164,EDU_87,Wisconsin,7.630.345.501,Isolated,Glaciated,11.502,668.212,322.485,345.727
1262,HU12_11740,4601,81.915,81.915,188.585.379,230.220.812,2,139259987,4.413.095,-88.047.879,1.423.257.862,1.637.146.722,BECKER LAKE,4.8768,161.544,no,IWS_13464,HU4_32,HU8_164,EDU_87,Wisconsin,1.768.953.577,DR_LakeStream,Glaciated,11.502,668.212,322.485,345.727
1263,HU12_11755,5450,2.709.333.333,3.048,741.836.559,273.807.785,9,139260046,4.410.342,-88.037.122,281.394.785,205.952.659,BULLHEAD LAKE,3.9624,12.192,yes,IWS_14913,HU4_32,HU8_164,EDU_87,Wisconsin,1.078.847.204,Isolated,Glaciated,7.1432,673.108,369.577,303.531
1264,HU12_11755,4630,1.6002,1.6002,NA,NA,1,139259961,44.121.501,-87.819.796,5.312.831.834,10.754.374,SCHISEL LAKE,5.4864,9.7536,yes,IWS_14971,HU4_32,HU8_164,EDU_87,Wisconsin,1.051.325.425,DR_Stream,Glaciated,7.1432,673.108,369.577,303.531
1265,HU12_11758,698,2.518.954.286,239.268,681.934.758,270.721.371,7,139260146,44.045.622,-87.785.671,1.940.447.122,175.576.366,ENGLISH LAKE,NA,24.384,yes,IWS_14687,HU4_32,HU8_164,EDU_87,Wisconsin,6.035.241.291,Headwater,Glaciated,12.1317,73.405,299.896,434.154
1266,HU12_11758,4355,1.383.571.429,1.2192,409.333.319,295.852.683,7,139260070,44.069.746,-87.737.523,2.938.616.074,4.189.487.098,SILVER LAKE,4.8768,131.064,yes,IWS_13890,HU4_32,HU8_164,EDU_87,Wisconsin,1.669.203.224,DR_LakeStream,Glaciated,12.1317,73.405,299.896,434.154
1267,HU12_11759,5390,109.093,1.0668,265.299.322,243.186.384,6,139260209,44.025.439,-87.764.025,9.041.264.512,1.274.241.611,CARSTENS LAKE,3.6576,8.5344,yes,IWS_13706,HU4_32,HU8_164,EDU_87,Wisconsin,2.886.932.418,DR_Stream,Glaciated,8.4461,756.845,38.936,367.485
1268,HU12_11759,2158,325.755,3.3528,671.144.234,206.027.301,6,139260097,44.059.269,-87.736.199,2.621.516.015,7.265.748.861,KASBAUM LAKE,NA,207.264,yes,NA,HU4_32,HU8_164,EDU_87,Wisconsin,NA,Isolated,NA,8.4461,756.845,38.936,367.485
